id,image,title_ko,title_en,year,plot,runtime,genre,difficulty,word_avg_level,tree_depth,pron_acc,real_word,clause_ratio,overlap_ratio,phrase_ratio,pp_ratio,rare_word_ratio,slang_ratio,syllable_word,avg_speed,lev_distance,,,wavve_url,watcha_url,netflix_url,tiving_url,coupang_url,disney_url
21,movies/images/21.png,원 배틀 애프터 어나더,One Battle After Another,2025,"자유를 외치는 혁명가 밥 퍼거슨. 16년이 흐른 뒤, 후유증으로 모든 걸 내려놓고 무너진 삶을 살고 있다. 그에게 남은 유일한 희망은 세상 누구보다 소중한 딸 윌라뿐. 자신의 몸도, 딸과의 관계도 엉망진창인 삶을 살아가던 중 과거의 숙적이었던 스티븐 J. 록조가 딸을 납치한다. 딸을 찾기 위해서 옛 동료들의 도움이 절실하지만, 오래된 동료들은 만나기조차 쉽지 않은데…",161,"액션, 스릴러",3,0.51,0.11,0.44,0.43,0.27,0,0.36,0.21,0.67,0.83,0.37,0.95,0.09,,,,,,,,
22,movies/images/22.png,1917,1917,2019,제1차 세계대전이 한창인 1917년 4월 6일. 독일군에 의해 모든 통신망이 파괴된 상황 속에서 서부전선의 영국군 병사 스코필드와 블레이크에게 하나의 미션이 주어졌다. 독일군의 함정에 빠진 영국군 부대의 수장 매켄지 중령에게 에린무어 장군의 공격 중지 명령을 전달하라는 것. 블레이크는 데본셔 연대에 있는 형을 구하기 위해 기꺼이 임무를 수행한다. 동료인 스코필드는 처음엔 당황스러워하지만 이내 1600명의 동료들을 구하기 위해 전쟁터 한가운데를 가로지르는 여정에 동참한다.,119,"전쟁, 드라마, 스릴러, 역사",3,0.44,0.11,0.22,0.58,0.2,0.25,0.36,0.46,1,0.75,0.14,0.38,0.2,,,,https://watcha.com/contents/m5xw62g,,,,
23,movies/images/23.png,오펜하이머,Oppenheimer,2023,제2차 세계대전 당시 핵무기 개발을 위해 진행되었던 비밀 프로젝트 맨해튼 프로젝트를 주도한 미국의 물리학자 로버트 오펜하이머의 이야기,180,"전기 영화(실화), 드라마, 역사",3,0.66,0.22,0.27,0.2,0.42,0,0.27,0.63,1,0.1,1,0.55,0.17,,,,,,,https://www.coupangplay.com/titles/b135f252-7202-4a59-a47a-e3b30373a584,
24,movies/images/24.png,그린 북,Green Book,2018,"1962년 미국, 입담과 주먹만 믿고 살아가던 토니 발레롱가는 교양과 우아함 그 자체인 천재 피아니스트 돈 셜리의 운전기사 면접을 보게 된다. 백악관에도 초청되는 등 미국 전역에서 콘서트 요청을 받으며 명성을 떨치고 있는 돈 셜리는 위험하기로 소문난 미국 남부 투어 공연을 떠나기로 결심하고, 투어 기간 동안 자신의 보디가드 겸 운전기사로 토니를 고용한다. 거친 인생을 살아온 토니와 교양과 기품을 지키며 살아온 돈. 생각, 행동, 말투, 취향까지 달라도 너무 다른 두 사람은 그들을 위한 여행안내서 그린북에 의존해 특별한 남부 투어를 시작하는데...",130,"전기 영화(실화), 코미디, 드라마, 우정",3,0.32,0,0.22,0.25,0.28,0,0.36,0.21,1,0.72,0.09,0.48,0.06,,,,https://watcha.com/contents/mWyJ9BK,https://www.netflix.com/kr/title/81013585,,,
25,movies/images/25.png,더 울프 오브 월 스트리트,The Wolf of Wall Street,2013,"부자가 되는 게 꿈인 22살의 조던 벨포트는 꿈을 실현코자 월스트리트에 발을 들인다. 고객의 돈을 내 주머니로 끌어들이는 비법은 코카인과 마스터베이션에 있다고 말하는 괴짜들이 하루 종일 전화기를 붙들고 사기치는 곳, 조던에게 월스트리트의 첫인상은 그랬다. 첫 직장에 몸담은 지 1년 만에 블랙 먼데이를 경험하고 실직자가 된 조던은 현란한 언변을 무기로 위기를 기회로 만들어버린다. 친구들을 불러모아 스트래튼 오크몬트사를 세운 그는 수수료가 비싼 투기적 저가주을 팔아 돈을 긁어모으고, 주가 조작으로 억만장자가 된 후 술과 마약, 여자를 탐닉한다. 그사이 FBI는 그의 뒤를 캐기 시작하는데...",179,"전기 영화, 블랙 코미디, 범죄, 드라마",3,0.54,0.33,0.23,0,0.28,0.4,0.18,0.21,1,0.79,0.33,1,0.34,,,,,,,,
26,movies/images/26.png,더 파더,The Father,2020,"나는 런던에서 평화롭게 삶을 보내고 있었다. 무료한 일상 속 나를 찾아오는 건 딸 앤뿐이다. 그런데 앤이 갑작스럽게 런던을 떠난다고 말한다. 그 순간부터 앤이 내 딸이 아닌 것처럼 느껴졌다. 잠깐, 앤이 내 딸이 맞기는 한 걸까?",97,"심리 드라마, 가족, 질병",2,0,0.44,0.23,0.02,0.16,0,0.27,0.42,1,0.75,0.21,0.79,0.1,,,,,,https://www.tving.com/contents/M000360433,,
27,movies/images/27.png,배트맨 비긴즈,Batman Begins,2005,"브루스 웨인은 어린 시절, 부모님이 길거리에서 피살되는 것을 눈 앞에서 지켜본 후 죄의식과 분노로 늘 고통 받는다. 복수의 욕망과 부모님의 가르침 사이에서 갈등하던 그는 악을 물리칠 방법을 터득하기 위해 고담시를 떠나 홀로 세상을 유랑하던 중 듀커드라는 수수께끼의 인물을 만나 가름침을 받고, 듀커드는 브루스에게 어둠의 사도들에 가입하라는 제안을 한다. 듀커드가 속해있는 어둠의 사도들은 라스 알 굴이 이끄는 범죄 소탕 조직. 그러나 브루스는 눈에는 눈, 이에는 이라는 강경책으로 응징하는 이들의 방법이 자신과는 맞지 않음을 깨닫고 고담시로 돌아온다.",140,"액션, 슈퍼히어로, 범죄, 스릴러",4,0.71,0.11,0.11,0.56,0.23,0,0.45,0.58,1,0.56,0.71,0.52,0.1,,,https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011131,https://watcha.com/contents/mAd7avW,,,,
28,movies/images/28.png,셔터 아일랜드,Shutter Island,2010,"보스턴 셔터아일랜드의 정신병원은 중범죄를 저지른 정신병자를 격리하는 병동으로 탈출 자체가 불가능하다. 하지만 자식 셋을 죽인 혐의를 받고 있는 여인이 이상한 쪽지만을 남긴 채 감쪽같이 사라지는 사건이 발생한다. 연방보안관 테디 다니엘스(레오나르도 디카프리오)는 수사를 위해 동료 척(마크 러팔로)과 함께 셔터아일랜드로 향한다. 테디는 수사를 위해 의사, 간호사, 병원관계자 등을 심문하지만 수사는 전혀 진척되지 않는다. 설상가상 폭풍이 불어 닥쳐 테디와 척은 섬에 고립되게 되고, 그들에게 점점 괴이한 일들이 일어나기 시작하는데...",138,"미스터리, 심리 스릴러, 네오 느와르",3,0.39,0.11,0.16,0.35,0.29,0,0.18,0.5,1,0.59,0.54,0.53,0.11,,,,https://watcha.com/contents/m5xJLaO,https://www.netflix.com/kr/title/70095139,,,
29,movies/images/29.png,데어 윌 비 블러드,There will be blood,2007,"은을 찾아 땅속으로 내려갔다 올라오길 반복하는 남자 다니엘 플레인뷰는 갑작스런 사고로 다리를 다친다. 이후 그는 또 다른 사고로 목숨을 잃은 동료의 아들과 함께 산다. 석유가 있는 곳을 찾아 미국의 서부를 오가는 그는 리틀 보스턴에 석유가 있다는 엘라이의 제보에 아들과 함께 리틀 보스턴으로 향한다. 리틀 보스턴은 목사 엘라이를 중심으로 한 광신도적 교인들이 주민의 대부분이다. 다니엘은 주민들의 반대에 부딪히며 땅을 사고, 유정탑을 쌓으며, 배송관을 만들어 석유 발굴에 나서는데...",158,"서부, 시대극, 드라마",3,0.46,0.11,0.27,0.13,0.27,0,0.45,0.42,1,0.64,0.21,0.59,0.4,,,,https://watcha.com/contents/m5nQ7nd,,,,
30,movies/images/30.png,탑건: 매버릭,Top Gun: Maverick,2022,최고의 파일럿이자 전설적인 인물 매버릭은 자신이 졸업한 훈련학교 교관으로 발탁된다. 그의 명성을 모르던 팀원들은 매버릭의 지시를 무시하지만 실전을 방불케 하는 상공 훈련에서 눈으로 봐도 믿기 힘든 전설적인 조종 실력에 모두가 압도된다. 매버릭의 지휘 아래 견고한 팀워크를 쌓아가던 팀원들에게 국경을 뛰어넘는 위험한 임무가 주어지자 매버릭은 자신이 가르친 동료들과 함께 마지막이 될지 모를 하늘 위 비행에 나서는데…,130,"액션, 드라마, 전쟁, 항공",4,1,1,0,0.36,0.16,0,1,0.46,1,0.81,0.41,0.55,0.03,,,https://www.wavve.com/player/movie?movieid=MV_CQ01_PT0000011377,,,,,
31,movies/images/31.png,노인을 위한 나라는 없다,No Country for Old Men,2007,"사막 한 가운데서 사냥을 즐기던 모스는 총격전이 벌어진 듯 출혈이 낭자한 사건 현장을 발견한다. 모스는 물 한 모금을 갈구하는 단 한명의 생존자를 외면한 채 떠나다가 우연히 200만 달러가 들어있는 가방을 발견한다. 횡재를 했지만 물을 달라는 요구를 거절한 게 내심 꺼림칙했던 모스는 새벽녘에 현장을 다시 방문하게 되고, 때마침 마주친 경찰에게 쫓기는 신세가 되고 만다. 여기에 200만 달러가 든 가방을 찾는 살인마 안톤 시거와 보안관 벨이 끼어들면서 이야기는 혼돈과 폭력의 결말로 치달아 간다.",122,"네오-서부, 범죄, 스릴러",3,0.29,0.11,0.19,0.47,0.34,0,0.36,0.38,1,0.78,0.1,0.65,0.05,,,,,https://www.netflix.com/kr/title/70071613,,,
32,movies/images/32.png,프리즈너스,Prisoners,2013,"한가로운 휴일, 가족과 행복한 시간을 보내던 도버 와 버치 는 자신들의 딸이 실종됐다는 사실을 뒤늦게 알아차린다. 곧바로 형사 로키 와 함께 존스 를 용의자로 지목하지만 그에게서는 어떤 증거도 찾을 수 없다. 완벽한 용의자를 의심하는 아빠는 홀로 그를 쫓기 시작하고, 형사는 세상에 숨겨진 진범을 찾기 위해 추적을 시작한다. 유력한 용의자를 범인이라고 믿는 아빠. 진짜 범인은 따로 있다고 믿는 형사. 각각 다른 방식으로 추적을 시작한 두 사람은 마침내 세상을 충격에 빠트릴 진실과 마주치게 되는데...",153,"스릴러, 범죄, 드라마",3,0.29,0.11,0.46,0.16,0.29,0.08,0.27,0.33,1,0.67,0.11,0.5,0.56,,,,,,,,
33,movies/images/33.png,클라우스,Klaus,2019,"편지 6천 통을 배달하라고요? 소통은커녕 싸움만 일삼는 마을에서요? 불가능해 보이는 임무에 좌절한 우체부. 그냥 포기하려던 차, 장난감 장인을 만나 아이디어가 떠오른다. 아이들에게 장난감을 줄 테니 편지를 쓰라고 하는 거야!",97,"애니메이션, 코미디, 가족, 크리스마스",3,0.34,0.89,0.36,0.35,0.2,1,0.09,0.25,1,0.45,0.07,0.66,0.05,,,,,https://www.netflix.com/kr/title/80183187,,,
34,movies/images/34.png,와일드 로봇,The Wild Robot,2024,"우연한 사고로 거대한 야생에 불시착한 로봇 로즈는 주변 동물들의 행동을 배우며 낯선 환경 속에 적응해 가던 중, 사고로 세상에 홀로 남겨진 아기 기러기 브라이트빌의 보호자가 된다. 로즈는 입력되어 있지 않은 새로운 역할과 관계에 낯선 감정을 마주하고 겨울이 오기 전에 남쪽으로 떠나야 하는 브라이트빌을 위해 동물들의 도움을 받아 이주를 위한 생존 기술을 가르쳐준다. 그러나 선천적으로 몸집이 작은 브라이트빌은 짧은 비행도 힘겨워 하는데…",101,"애니메이션, SF, 어드벤처, 가족",3,0.66,0.11,0.2,0.43,0.35,0.45,0.09,0.25,0.67,0.05,0.52,0,0.25,,,https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011885,,,,,
35,movies/images/35.png,브이 포 벤데타,V for Vendetta,2005,"어느 날 밤 이비라는 소녀가 위험에 처하자 어디선가 한 남자가 나타나 놀라운 전투력으로 그녀의 목숨을 구해준다. 옛날 국회의사당을 폭파하려다 사형당한 가이 포크스의 가면을 쓰고 모든 것을 압도하는 카리스마를 가진 남자는 V라는 이니셜로만 알려진 의문의 사나이. 맥베스와 헨리 5세의 대사들을 인용하고, 현실세계의 아픔을 노래한 윌리엄 블레이크의 시를 읊으며 악을 응징하는 V는세상을 구할 혁명을 계획하고 있다. V의 숨겨진 과거를 알아가는 동안 자신에 관한 진실을 깨달아가는 이비는 점점 V에게 이끌려 그의 혁명에 동참하게 된다.",132,"정치 스릴러, 액션, 드라마, SF, 디스토피아",3,0.61,0.22,0.18,0.41,0.45,0,0.27,0.75,1,0.26,0.67,0.64,0.05,,,,https://watcha.com/contents/m45nnX5,,,,
36,movies/images/36.png,인사이드 아웃,Inside Out,2015,"모든 사람의 머릿속에 존재하는 감정 컨트롤 본부. 그곳에서 불철주야 열심히 일하는 기쁨, 슬픔, 버럭, 까칠, 소심 다섯 감정들. 정든 옛 동네를 떠나 도시로 이사하는 라일리 가족. 이사 후 새로운 환경에 적응해야 하는 라일리를 위해 그 어느 때 보다 바쁘게 감정의 신호를 보내지만 우연한 실수로 기쁨과 슬픔이 본부를 이탈하게 되자 라일리의 마음 속에 큰 변화가 찾아온다. 라일리가 예전의 모습을 되찾기 위해서는 기쁨과 슬픔이 본부로 돌아가야만 한다. 그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데...",102,"애니메이션, 코미디, 드라마, 가족, 감성",3,0.44,0.11,0.34,0.21,0.05,0.17,0.18,0.17,1,0.9,0.17,0.58,0.1,,,,,,,,https://www.disneyplus.com/ko-kr/browse/entity-d4b87168-7d0b-49bc-b138-457ab7723feb?irclickid=3AsXS6QaIxycT%3AkXNtTMsV8nUkpTRjWij2cCy80&irgwc=1&afsrc=1&cid=DSS-Affiliate-Impact-Content-JustWatch%20GmbH-705874&tgclid=04010030-ec90-407f-b900-0a3f692c46a5
37,movies/images/37.png,쓰리 빌보드,Three Billboards,2017,"범인을 잡지 못한 딸의 살인 사건에 세상의 관심이 사라지자, 엄마 밀드레드는 아무도 사용하지 않는 마을 외곽 대형 광고판에 도발적인 세 줄의 광고를 실어 메시지를 전한다. 마을 사람들을 모두 놀라게 한 밀드레드의 세 개의 메시지로 인해, 지역 방송에서 살인 사건이 다시 회자되는 등 그녀의 의도대로 세상 사람들의 이목을 끌게 된다. 마을의 존경 받는 경찰서장 월러비와 경찰관 딕슨은 무능한 경찰로 낙인찍히고, 조용한 마을의 평화를 바라는 이웃 주민들은 경찰의 편에 서서 그녀와 맞서기 시작하는데...",115,"범죄, 드라마, 블랙 코미디",3,0.37,0.11,0.01,0.25,0.64,0,0.64,0.33,1,0.85,0.18,0.73,0.02,,,https://www.wavve.com/player/movie?movieid=MV_CH01_FX0000011465,,,,,
38,movies/images/38.png,워리어,Warrior,2011,"전쟁에서 인질을 구출하고 영웅으로 추대 받게 된 동생 토미. 하지만 작전 중 절친한 동료를 잃었다는 죄책감에 시달리던 그는 국가에 대한 명예를 되찾고 죽은 동료와의 의리를 지키기 위해 5백만 달러라는 거액의 상금이 걸린 사상최대 챔피언십 리그에 출전을 결심한다. 한편 알코올 중독자인 아버지와 어린 동생을 버린 채 자신의 행복을 쫓아 살아가던 형 브렌든. 그러나 딸의 병원비로 부채에 시달리고 간신히 마련한 집마저 잃게 될 최악의 상황에 직면한 그 역시 사랑하는 가족을 지키기 위해 거액의 상금을 노리고 챔피언십 리그에 도전한다. 절체절명의 위기에서 만난 두 형제, 반드시 이겨야만 하는 파이널 라운드가 다가오는데...",121,"스포츠 드라마, 액션, 가족",3,0.44,0.22,0.29,0.13,0.26,0.01,0.18,0.38,1,0.75,0.29,0.87,0.18,,,,https://watcha.com/contents/m5a9AM5,,,,
39,movies/images/39.png,가디언즈 오브 갤럭시,Guardians of the Galaxy,2014,"자칭 전설의 무법자 스타로드, 그러나 현실은 우주를 떠도는 그저그런 좀도둑에 불과한 피터 퀼은 무엇인지도 모른 채 오브를 훔쳤다가 생고생의 길로 접어든다. 값나가는 유물인 줄 알았던 오브가 실은 어마어마한 힘을 지닌 인피니티 스톤이었던 것. 뜻하지 않게 갤럭시의 절대악 타노스와 로난의 타겟이 된 그는 감옥에서 만난 암살자 가모라, 거구의 파이터 드랙스, 현상금 사냥꾼 로켓과 그루트 콤비와 불편한 동맹을 맺고 일명 가디언즈 오브 갤럭시를 결성하는데…",121,"SF, 액션, 어드벤처, 코미디",3,0.61,0.22,0.21,0.54,0.29,0.12,1,0.5,1,0.57,0.45,0.48,0.07,,,,,,,,https://www.disneyplus.com/ko-kr/browse/entity-c9ee959b-7249-4a4c-9708-9ffd1ddb00f1?irclickid=3AsXS6QaIxycT%3AkXNtTMsV8nUkpTRlWaj2cCy80&irgwc=1&afsrc=1&cid=DSS-Affiliate-Impact-Content-JustWatch%20GmbH-705874&tgclid=0601002e-a8a2-4c52-9600-1c3e692c48ae
40,movies/images/40.png,그랜 토리노,Gran Torino,2008,"자동차 공장에서 은퇴한 월트 코왈스키(클린트 이스트우드)의 일상은 집을 수리하고 맥주를 마시고 매달 이발하러 가는 것이 전부다. 전쟁의 상처에 괴로워하고 M-1 소총을 손에서 놓지 못하는 남편이 참회하길 바란다는 월트 아내의 유언을 이뤄주려고 자코비치 신부가 하루가 멀게 그를 찾아오지만 그가 자신의 속내를 털어놓을 만큼 믿는 존재는 애견 데이지뿐이다. 어느 날 이웃집 소년 타오가 갱단의 협박으로 월트의 72년형 그랜 토리노를 훔치려 하고, 차를 훔치지 못하게 하고 갱단의 싸움을 무마시킨 월트는 본의 아니게 타오의 엄마와 누나 수의 영웅이 되는데...",116,"범죄, 드라마",3,0.46,0.67,0.34,0.19,0.32,0.07,0.45,0.21,0.67,1,0,0.5,0.31,,,https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011230,,,,,
41,movies/images/41.png,핵소 고지,Hacksaw Ridge,2016,비폭력주의자인 도스는 전쟁으로부터 조국과 소중한 사람들을 지키기 위해 총을 들지 않아도 되는 의무병으로 육군에 자진 입대한다. 총을 들 수 없다는 이유로 필수 훈련 중 하나인 총기 훈련 마저 거부한 도스는 동료 병사들과 군 전체의 비난과 조롱을 받게 된다. 결국 군사재판까지 받게 되지만 끝까지 자신의 신념을 굽히지 않은 도스에게 군 상부는 오키나와 전투에 총기 없이 의무병으로 참전할 것을 허락하는데…,139,"전쟁, 전기 영화(실화), 드라마",3,0.32,0,0.78,0.34,0.27,0.04,0.82,0.33,1,0.83,0.28,0.68,0.3,,,https://www.wavve.com/player/movie?movieid=MV_CS01_PAN000011123,https://watcha.com/contents/m5m1vJx,,,,
42,movies/images/42.png,매드맥스: 분노의 도로,Mad Max: Fury Road,2015,"핵전쟁으로 멸망한 22세기. 얼마 남지 않은 물과 기름을 차지한 독재자 임모탄 조가 살아남은 인류를 지배한다. 한편 아내와 딸을 잃고 살아남기 위해 사막을 떠돌던 맥스는 임모탄의 부하들에게 납치되어 노예로 끌려가고, 폭정에 반발한 외팔의 사령관 퓨리오사는 인류 생존의 열쇠를 쥔 임모탄의 여인들을 탈취해 분노의 도로로 폭주한다. 이에 임모탄의 전사인 워보이들과 신인류 눅스는 피주머니 신세로 전락한 맥스를 이끌고 퓨리오사의 뒤를 쫓는데…",120,"액션, SF, 포스트 아포칼립스, 스릴러",3,0.39,0.11,0.82,0.87,0,0.75,0.27,0.46,1,0.87,0.18,0.17,0.23,,,https://www.wavve.com/player/movie?movieid=MV_CD01_WR0000011459,,,,,
43,movies/images/43.png,노예 12년,12 Years a Slave,2013,"1840년대 미국에서는 노예 수입이 금지되자 흑인 납치 사건이 만연하게 된다. 미국내 자유주의 흑인을 납치해 노예주로 팔아 넘기는 것. 1841년 뉴욕. 아내 그리고 두 명의 아이와 함께 자유로운 삶을 누리던 음악가 솔로몬 노섭은 어느날 갑자기 납치되어 노예로 팔려간다. 그가 도착한 곳은 노예주 중에서도 악명 높은 루이지애나. 신분을 증명할 방법이 없는 그에게 노예 신분과 플랫이라는 새 이름이 주어지고, 12년의 시간 동안 두 명의 주인 윌리엄 포드, 에드윈 엡스를 만나게 되는데...",134,"전기 영화(실화), 시대극, 드라마",4,0.76,0.44,0.59,0.49,0.23,0.67,0.09,0.38,1,0.2,0.12,0.57,0.49,,,,,,,,
44,movies/images/44.png,메리 & 멕스,Mary and Max,2009,오스트레일리아에 사는 8세 소녀 메리는 알코올 중독에 도벽까지 있는 엄마와 가정에 소홀한 아빠 밑에서 제대로 된 애정을 받지 못하고 자란 소녀이다. 어느 날 아스퍼거 증후군을 갖고 있는 뉴욕에 사는 중년 남자 맥스와 펜팔을 하게 되면서 그들은 22년이 넘는 세월 동안 거리와 나이를 초월한 우정을 쌓아가는데…,92,"애니메이션, 드라마, 블랙 코미디",3,0.59,0.56,0.33,1,1,0.01,0.55,1,1,0.11,0.55,0.11,0.34,,,,,,,,
45,movies/images/45.png,그랜드 부다페스트 호텔,The Grand Budapest Hotel,2014,"1927년 세계대전이 한창이던 어느 날, 세계 최고 부호 마담 D가 그랜드 부다페스트 호텔에 다녀간 지 얼마 지나지 않아 의문의 살인을 당한다. 그녀는 유언을 통해 가문 대대로 내려오던 명화 사과를 든 소년을 전설적인 호텔 지배인이자 연인 구스타브 앞으로 남긴다. 마담 D의 유산을 노리고 있던 그의 아들 드미트리는 구스타브를 졸지에 유력한 용의자로 지목하게 되고, 구스타브는 충실한 호텔 로비보이 제로와 함께 누명을 벗기기 위한 기상천외한 모험을 시작한다.",100,"코미디, 드라마, 어드벤처",4,0.83,0.11,0.22,0.99,0.33,0.08,0.27,0.71,1,0,0.9,0.43,0.06,,,,,,,,https://www.disneyplus.com/ko-kr/browse/entity-6a6e4a89-b567-47af-9943-1b5230a2d6cd?irclickid=3AsXS6QaIxycT%3AkXNtTMsV8nUkpTRpUKj2cCy80&irgwc=1&afsrc=1&cid=DSS-Affiliate-Impact-Content-JustWatch+GmbH-705874&tgclid=02010031-a082-41b9-9000-0bf6692c548b
46,movies/images/46.png,스파이더맨: 노 웨이 홈,Spider-Man No Way Home,2021,미스테리오의 계략으로 세상에 정체가 탄로난 스파이더맨 피터 파커는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 닥터 스트레인지를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. 닥터 옥토퍼스를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 피터 파커는 사상 최악의 위기를 맞게 되는데…,148,"슈퍼히어로, 액션, SF, 어드벤처",3,0.44,0,0.1,0.13,0.23,0.07,0.45,0.29,1,0.81,0.23,0.68,0.05,,,https://www.wavve.com/player/movie?movieid=MV_CF01_SY0000011741,,,,,
47,movies/images/47.png,라따뚜이,Ratatouille,2007,"절대미각, 빠른 손놀림, 끓어 넘치는 열정의 소유자 레미. 프랑스 최고의 요리사를 꿈꾸는 그에게 단 한가지 약점이 있었으니, 바로 주방 퇴치대상 1호인 생쥐라는 것. 어느 날 하수구에서 길을 잃은 레미는 파리의 별 다섯개짜리 최고급 레스토랑에 떨어진다. 보글거리는 수프, 둑닥둑닥 도마소리, 향긋한 허브 내음에 식욕이 아닌 요리욕이 북받친 레미의 작은 심장은 콩닥콩닥 뛰기 시작한다. 끝내 주방으로 들어가는 레미는 요리에 열중하다 견습생 링귀니에게 딱 걸리고 만다. 해고위기에 처해있던 링귀니는 레미의 재능을 한눈에 알아보고 의기투합을 제안하는데...",115,"애니메이션, 코미디, 가족, 어드벤처",3,0.37,0.33,0.41,0.38,0.27,0.07,0.36,0.38,1,0.41,0.44,0.71,0.63,,,,,,,,https://www.disneyplus.com/ko-kr/browse/entity-ab7c4e29-04f1-46dd-931a-d43be1ce0f8c?irclickid=3AsXS6QaIxycT%3AkXNtTMsV8nUkpTRuyzj2cCy80&irgwc=1&afsrc=1&cid=DSS-Affiliate-Impact-Content-JustWatch%20GmbH-705874&tgclid=0a010035-9096-4234-8e00-218c692c5570
48,movies/images/48.png,드래곤 길들이기,How to Train Your Dragon,2010,"바이킹의 세계, 절대 친구가 될 수 없는 둘이 만났다? 용맹한 바이킹과 사나운 드래곤들의 싸움이 끊이지 않는 버크섬. 바이킹 족장의 아들 ‘히컵’은 드래곤 사냥에 소질 없는 마을의 사고뭉치. 어느날 그는 부상 당한 드래곤 ‘투슬리스’를 구하게 되고, 아무도 몰래 그를 돌본다. 서로를 알아가며, 드래곤들의 친구가 된 ‘히컵’. 그들과의 새로운 생활을 만끽하던 ‘히컵’은 드래곤들의 위험한 비밀을 알게 되는데… 불멸의 드래곤과 바이킹족 이단아의 만남! 2010년 5월, 그들의 스펙터클한 모험이 시작된다!",98,"애니메이션, 판타지, 어드벤처, 가족",3,0.39,0.11,0.43,0.58,0.12,0,0.27,0.42,1,0.66,0.21,0.73,0.19,,,https://www.wavve.com/player/movie?movieid=MV_CG01_NU0000011319,,,,,
49,movies/images/49.png,나를 찾아줘,Gone Girl,2014,"모두가 부러워하는 삶을 살아가는 완벽한 커플인 닉과 에이미. 결혼 5주년 기념일 아침, 에이미가 흔적도 없이 실종된다. 유년시절 어린이 동화 시리즈 어메이징 에이미의 실제 여주인공이었던 유명인사 아내가 사라지자, 세상은 그녀의 실종사건으로 떠들썩해진다. 한편 경찰은 에이미가 결혼기념일 선물로 숨겨뒀던 편지와 함께 곳곳에서 드러나는 단서들로 남편 닉을 유력한 용의자로 지목한다. 미디어들이 살인 용의자 닉의 일거수일투족을 보도하기 시작하고, 시간이 갈수록 세상의 관심이 그에게 더욱 집중되는데...",145,"미스터리, 스릴러, 드라마",3,0.41,0.11,0.28,0.28,0.28,0.35,0.27,0.46,1,0.49,0.37,0.88,0.15,,,,,,,https://www.coupangplay.com/titles/ef417e68-e086-48a7-b796-5f4880c70b4b,https://www.disneyplus.com/ko-kr/browse/entity-03da58ba-0430-4dc6-9782-952c932d63fe?irclickid=3AsXS6QaIxycT%3AkXNtTMsV8nUkpTRr0ij2cCy80&irgwc=1&afsrc=1&cid=DSS-Affiliate-Impact-Content-JustWatch+GmbH-705874&tgclid=0a01001a-251c-45a3-8c00-19d3692c5605
50,movies/images/50.png,포드 V 페라리,Ford v Ferrari,2019,"1960년대, 매출 감소에 빠진 포드는 판매 활로를 찾기 위해 페라리와의 인수 합병을 추진한다. 막대한 자금력에도 불구, 계약에 실패하고 엔초 페라리로부터 모욕까지 당한 헨리 포드 2세는 르망 24시간 레이스에서 페라리를 박살 낼 차를 만들 것을 지시한다. 지옥의 레이스로 불리는 르망 24시간 레이스. 출전 경험조차 없는 포드는 대회 6연패를 차지한 페라리에 대항하기 위해 르망 우승자 출신 자동차 디자이너 캐롤 셸비를 고용하고, 그는 누구와도 타협하지 않지만 열정과 실력만큼은 최고인 레이서 켄 마일스를 자신의 파트너로 영입하는데...",152,"전기 영화(실화), 액션, 드라마, 스포츠",3,0.63,0.44,0.05,0.36,0.28,0,0.27,0.33,0,0.74,0.11,0.51,0.08,,,,,,,,https://www.disneyplus.com/ko-kr/browse/entity-70ef7412-d40e-4902-99b9-c886d8eb6495?irclickid=3AsXS6QaIxycT%3AkXNtTMsV8nUkpTRrULj2cCy80&irgwc=1&afsrc=1&cid=DSS-Affiliate-Impact-Content-JustWatch%20GmbH-705874&tgclid=06010046-dfe9-48df-9800-256e692c568a
